import time: self [us] | cumulative | imported package
import time:     20047 |      20047 |                                                           wcwidth.table_wide
import time:     18554 |      18554 |                                                           wcwidth.table_zero
import time:     19604 |      19604 |                                                           wcwidth.unicode_versions
import time:     21816 |      98991 |                                                         wcwidth.wcwidth
import time:     20239 |     119229 |                                                       wcwidth
import time:     19502 |     138730 |                                                     prompt_toolkit.utils
import time:     32655 |     171385 |                                                   prompt_toolkit.key_binding.key_processor
import time:     26077 |     238871 |                                                 prompt_toolkit.key_binding
import time:     15954 |     254825 |                                               prompt_toolkit.key_binding.vi_state
import time:     19508 |     274332 |                                             prompt_toolkit.cursor_shapes
import time:     19078 |      19078 |                                             prompt_toolkit.data_structures
import time:     20875 |      20875 |                                               prompt_toolkit.styles.base
import time:     17012 |      17012 |                                                 prompt_toolkit.styles.named_colors
import time:     18227 |      18227 |                                                 prompt_toolkit.styles.style
import time:     22329 |      57567 |                                               prompt_toolkit.styles.defaults
import time:     18119 |      18119 |                                               prompt_toolkit.styles.pygments
import time:     17795 |      17795 |                                               prompt_toolkit.styles.style_transformation
import time:     31178 |     145534 |                                             prompt_toolkit.styles
import time:     18820 |      18820 |                                             prompt_toolkit.output.color_depth
import time:     20356 |     478118 |                                           prompt_toolkit.output.base
import time:     17589 |      17589 |                                               prompt_toolkit.output.flush_stdout
import time:     17801 |      35389 |                                             prompt_toolkit.output.plain_text
import time:     18174 |      53563 |                                           prompt_toolkit.output.defaults
import time:     21843 |     553523 |                                         prompt_toolkit.output
import time:     18627 |     572149 |                                       prompt_toolkit.output.vt100
import time:     18052 |      18052 |                                         prompt_toolkit.mouse_events
import time:     20659 |      38711 |                                       prompt_toolkit.formatted_text.base
import time:     22288 |     633147 |                                     prompt_toolkit.formatted_text.ansi
import time:       182 |        182 |                                           xml.dom.domreg
import time:       370 |        552 |                                         xml.dom
import time:       147 |        147 |                                         xml.dom.minicompat
import time:       124 |        124 |                                           xml.dom.NodeFilter
import time:       949 |       1072 |                                         xml.dom.xmlbuilder
import time:       967 |       2736 |                                       xml.dom.minidom
import time:     17386 |      20122 |                                     prompt_toolkit.formatted_text.html
import time:     17832 |      17832 |                                     prompt_toolkit.formatted_text.pygments
import time:     17112 |      17112 |                                     prompt_toolkit.formatted_text.utils
import time:     24520 |     712731 |                                   prompt_toolkit.formatted_text
import time:     21210 |     733941 |                                 prompt_toolkit.completion.base
import time:     19270 |      19270 |                                 prompt_toolkit.completion.deduplicate
import time:     18479 |      18479 |                                 prompt_toolkit.completion.filesystem
import time:     18524 |      18524 |                                   prompt_toolkit.completion.word_completer
import time:     19890 |      38413 |                                 prompt_toolkit.completion.fuzzy_completer
import time:     19120 |      19120 |                                 prompt_toolkit.completion.nested
import time:     29345 |     858565 |                               prompt_toolkit.completion
import time:     22277 |      22277 |                               prompt_toolkit.history
import time:     19083 |      19083 |                               prompt_toolkit.search
import time:     16962 |      16962 |                               prompt_toolkit.validation
import time:     20209 |    1346104 |                             prompt_toolkit.buffer
import time:     20501 |      20501 |                                 prompt_toolkit.input.base
import time:     17661 |      17661 |                                 prompt_toolkit.input.defaults
import time:     22418 |      60579 |                               prompt_toolkit.input
import time:        22 |      60600 |                             prompt_toolkit.input.base
import time:     17848 |      17848 |                             prompt_toolkit.input.typeahead
import time:     24349 |      24349 |                               prompt_toolkit.key_binding.bindings
import time:     17577 |      17577 |                               prompt_toolkit.key_binding.bindings.scroll
import time:     20302 |      62226 |                             prompt_toolkit.key_binding.bindings.page_navigation
import time:     20821 |      20821 |                                             prompt_toolkit.lexers.base
import time:     18722 |      18722 |                                             prompt_toolkit.lexers.pygments
import time:     23923 |      63465 |                                           prompt_toolkit.lexers
import time:     17065 |      17065 |                                             prompt_toolkit.layout.utils
import time:     21659 |      38724 |                                           prompt_toolkit.layout.processors
import time:     19107 |     121294 |                                         prompt_toolkit.layout.controls
import time:     18222 |      18222 |                                         prompt_toolkit.layout.dimension
import time:     18391 |      18391 |                                         prompt_toolkit.layout.margins
import time:     17147 |      17147 |                                         prompt_toolkit.layout.mouse_handlers
import time:     18800 |      18800 |                                         prompt_toolkit.layout.screen
import time:     22012 |     215864 |                                       prompt_toolkit.layout.containers
import time:     18613 |      18613 |                                       prompt_toolkit.layout.layout
import time:     18363 |      18363 |                                       prompt_toolkit.layout.menus
import time:     17186 |      17186 |                                       prompt_toolkit.layout.scrollable_pane
import time:     22282 |     292306 |                                     prompt_toolkit.layout
import time:        25 |     292330 |                                   prompt_toolkit.layout.controls
import time:     15592 |      15592 |                                   prompt_toolkit.key_binding.bindings.completion
import time:     18106 |     326028 |                                 prompt_toolkit.key_binding.bindings.named_commands
import time:     17456 |     343483 |                               prompt_toolkit.key_binding.bindings.basic
import time:     19326 |      19326 |                               prompt_toolkit.key_binding.bindings.cpr
import time:     19109 |      19109 |                               prompt_toolkit.key_binding.bindings.emacs
import time:     17677 |      17677 |                               prompt_toolkit.key_binding.bindings.mouse
import time:     19029 |      19029 |                                   prompt_toolkit.input.ansi_escape_sequences
import time:     17618 |      36647 |                                 prompt_toolkit.input.vt100_parser
import time:     21114 |      21114 |                                 prompt_toolkit.key_binding.digraphs
import time:     18465 |      76225 |                               prompt_toolkit.key_binding.bindings.vi
import time:     18141 |     493959 |                             prompt_toolkit.key_binding.defaults
import time:     21028 |      21028 |                             prompt_toolkit.key_binding.emacs_state
import time:     20232 |      20232 |                             prompt_toolkit.layout.dummy
import time:     19370 |      19370 |                             prompt_toolkit.renderer
import time:     23223 |    2064586 |                           prompt_toolkit.application.application
import time:     28795 |      28795 |                           prompt_toolkit.application.dummy
import time:     27457 |    2120837 |                         prompt_toolkit.application
import time:     21649 |      21649 |                             prompt_toolkit.key_binding.bindings.focus
import time:     20384 |      20384 |                                 prompt_toolkit.widgets.toolbars
import time:     20964 |      41348 |                               prompt_toolkit.widgets.base
import time:     16367 |      16367 |                               prompt_toolkit.widgets.dialogs
import time:     20069 |      20069 |                               prompt_toolkit.widgets.menus
import time:     27338 |     105121 |                             prompt_toolkit.widgets
import time:     20231 |     146999 |                           prompt_toolkit.shortcuts.dialogs
import time:       505 |        505 |                                 xml.dom.expatbuilder
import time:     20765 |      21269 |                               prompt_toolkit.shortcuts.progress_bar.formatters
import time:     19849 |      41118 |                             prompt_toolkit.shortcuts.progress_bar.base
import time:     25445 |      66563 |                           prompt_toolkit.shortcuts.progress_bar
import time:     20721 |      20721 |                             prompt_toolkit.key_binding.bindings.auto_suggest
import time:     18206 |      18206 |                             prompt_toolkit.key_binding.bindings.open_in_editor
import time:     22204 |      61130 |                           prompt_toolkit.shortcuts.prompt
import time:     18270 |      18270 |                           prompt_toolkit.shortcuts.utils
import time:     23672 |     316633 |                         prompt_toolkit.shortcuts
import time:     38756 |    2476226 |                       prompt_toolkit
import time:        27 |    2476252 |                     prompt_toolkit.auto_suggest
import time:     17967 |      17967 |                     prompt_toolkit.patch_stdout
import time:     20239 |      20239 |                         IPython.core.guarded_eval
import time:     20645 |      20645 |                         IPython.core.latex_symbols
import time:     20162 |      20162 |                         IPython.utils.generics
import time:     29039 |      29039 |                                   parso.utils
import time:     17816 |      46855 |                                 parso.tree
import time:     23676 |      23676 |                                           parso.python
import time:     27517 |      27517 |                                           parso.python.token
import time:     26350 |      77542 |                                         parso.python.tokenize
import time:     22157 |      99699 |                                       parso.pgen2.grammar_parser
import time:     25942 |     125640 |                                     parso.pgen2.generator
import time:     21056 |     146695 |                                   parso.pgen2
import time:        18 |     146713 |                                 parso.pgen2.generator
import time:     18611 |     212177 |                               parso.parser
import time:     18101 |      18101 |                                 parso._compatibility
import time:     22820 |      22820 |                                       parso.python.prefix
import time:     21797 |      44616 |                                     parso.python.tree
import time:     19160 |      63776 |                                   parso.python.parser
import time:     22765 |      86540 |                                 parso.python.diff
import time:     17164 |      17164 |                                 parso.cache
import time:     19780 |      19780 |                                   parso.normalizer
import time:     21987 |      41767 |                                 parso.python.errors
import time:     21372 |      21372 |                                 parso.python.pep8
import time:     19161 |      19161 |                                 parso.file_io
import time:     19769 |     223872 |                               parso.grammar
import time:     26374 |     462422 |                             parso
import time:     18680 |      18680 |                             jedi.parser_utils
import time:       168 |        168 |                               colorama
import time:     22266 |      22433 |                             jedi.debug
import time:     19654 |      19654 |                             jedi.settings
import time:     17334 |      17334 |                             jedi.cache
import time:     20482 |      20482 |                             jedi.file_io
import time:     26731 |      26731 |                                       jedi.inference.cache
import time:     24061 |      24061 |                                         jedi.inference.helpers
import time:     20621 |      20621 |                                         jedi.inference.utils
import time:     22050 |      66730 |                                       jedi.inference.base_value
import time:     19110 |     112570 |                                     jedi.inference.sys_path
import time:     29490 |      29490 |                                             jedi.inference.recursion
import time:     18776 |      48266 |                                           jedi.inference.flow_analysis
import time:     31244 |      31244 |                                                 jedi.common
import time:     21808 |      53052 |                                               jedi.inference.lazy_value
import time:     26278 |      79329 |                                             jedi.inference.docstrings
import time:     21979 |      21979 |                                             jedi.plugins
import time:     18708 |     120015 |                                           jedi.inference.names
import time:     24502 |     192782 |                                         jedi.inference.filters
import time:     26780 |      26780 |                                           jedi.inference.compiled.getattr_static
import time:     25828 |      52608 |                                         jedi.inference.compiled.access
import time:     24683 |      24683 |                                         jedi.inference.signature
import time:     19877 |      19877 |                                         jedi.inference.context
import time:     22002 |     311949 |                                       jedi.inference.compiled.value
import time:     28708 |     340656 |                                     jedi.inference.compiled
import time:     16724 |      16724 |                                     jedi.inference.analysis
import time:     30378 |      30378 |                                       jedi.inference.gradual
import time:     23612 |      23612 |                                             jedi.inference.value.module
import time:     21724 |      21724 |                                                   jedi.inference.value.dynamic_arrays
import time:     17570 |      39294 |                                                 jedi.inference.value.iterable
import time:     20895 |      60188 |                                               jedi.inference.arguments
import time:     20192 |      20192 |                                                 jedi.inference.parser_cache
import time:     19341 |      19341 |                                                 jedi.inference.gradual.generics
import time:     22381 |      61913 |                                               jedi.inference.value.function
import time:     20127 |     142227 |                                             jedi.inference.value.klass
import time:     23904 |      23904 |                                             jedi.inference.value.instance
import time:     23380 |     213121 |                                           jedi.inference.value
import time:        25 |     213145 |                                         jedi.inference.value.module
import time:     20992 |      20992 |                                           jedi.inference.gradual.base
import time:     20898 |      20898 |                                           jedi.inference.gradual.type_var
import time:     17680 |      59569 |                                         jedi.inference.gradual.typing
import time:     17608 |     290322 |                                       jedi.inference.gradual.stub_value
import time:     19540 |     340239 |                                     jedi.inference.gradual.typeshed
import time:     24465 |      24465 |                                         jedi._compatibility
import time:     23486 |      23486 |                                         jedi.inference.compiled.subprocess.functions
import time:     19408 |      19408 |                                         jedi.api.exceptions
import time:     30222 |      97579 |                                       jedi.inference.compiled.subprocess
import time:        28 |      97607 |                                     jedi.inference.compiled.subprocess.functions
import time:     22159 |     929953 |                                   jedi.inference.imports
import time:     16307 |      16307 |                                       jedi.inference.param
import time:     20085 |      36391 |                                     jedi.inference.gradual.annotation
import time:     17619 |      17619 |                                     jedi.inference.value.decorator
import time:     22344 |      76353 |                                   jedi.inference.syntax_tree
import time:     23167 |    1029472 |                                 jedi.inference
import time:        49 |    1029521 |                               jedi.inference.utils
import time:     19248 |      19248 |                                 jedi.inference.gradual.conversion
import time:     21007 |      40255 |                               jedi.inference.compiled.mixed
import time:       210 |        210 |                                 pydoc_data
import time:      1024 |       1024 |                                 pydoc_data.topics
import time:     19705 |      20938 |                               jedi.api.keywords
import time:     21913 |      21913 |                               jedi.api.completion_cache
import time:     18166 |      18166 |                               jedi.api.helpers
import time:     25067 |    1155857 |                             jedi.api.classes
import time:     19305 |      19305 |                             jedi.api.interpreter
import time:     17027 |      17027 |                               jedi.api.strings
import time:     15951 |      15951 |                               jedi.api.file_name
import time:     20593 |      20593 |                               jedi.inference.docstring_utils
import time:     18500 |      72070 |                             jedi.api.completion
import time:       456 |        456 |                               filecmp
import time:     18300 |      18755 |                             jedi.api.environment
import time:     20017 |      20017 |                               jedi.inference.references
import time:     20801 |      40818 |                             jedi.api.project
import time:     24774 |      24774 |                             jedi.api.errors
import time:     18575 |      18575 |                               jedi.inference.value.namespace
import time:     23332 |      41907 |                             jedi.api.refactoring
import time:     22440 |      22440 |                             jedi.api.refactoring.extract
import time:     17230 |      17230 |                             jedi.inference.gradual.utils
import time:     29618 |    2003772 |                           jedi.api
import time:     21338 |      21338 |                             jedi.plugins.stdlib
import time:     17256 |      17256 |                             jedi.plugins.flask
import time:     25370 |      25370 |                             jedi.plugins.pytest
import time:     21436 |      21436 |                             jedi.plugins.django
import time:     20426 |     105824 |                           jedi.plugins.registry
import time:     24653 |    2134247 |                         jedi
import time:     20921 |    2216213 |                       IPython.core.completer
import time:     17667 |      17667 |                       IPython.terminal.ptutils
import time:     22602 |      22602 |                         IPython.terminal.shortcuts.auto_match
import time:     20762 |      20762 |                           IPython.terminal.shortcuts.filters
import time:     29327 |      50089 |                         IPython.terminal.shortcuts.auto_suggest
import time:    147453 |     220143 |                       IPython.terminal.shortcuts
import time:       547 |        547 |                       concurrent.futures.thread
import time:     17709 |    2472276 |                     IPython.terminal.debugger
import time:     24862 |      24862 |                       IPython.lib.clipboard
import time:     21182 |      46043 |                     IPython.terminal.magics
import time:     28826 |      28826 |                     IPython.terminal.pt_inputhooks
import time:     18252 |      18252 |                     IPython.terminal.prompts
import time:     19707 |    5079320 |                   IPython.terminal.interactiveshell
import time:     27310 |      27310 |                       IPython.core.magics.auto
import time:     20078 |      20078 |                       IPython.core.magics.basic
import time:     15353 |      15353 |                         IPython.utils.contexts
import time:     19021 |      34374 |                       IPython.core.magics.code
import time:     22629 |      22629 |                       IPython.core.magics.config
import time:     18880 |      18880 |                       IPython.core.magics.display
import time:        60 |         60 |                           _lsprof
import time:       325 |        325 |                           profile
import time:       210 |        594 |                         cProfile
import time:      1325 |       1325 |                         pstats
import time:     15221 |      15221 |                         IPython.utils.module_paths
import time:     24424 |      24424 |                         IPython.utils.timing
import time:     20358 |      20358 |                         IPython.core.magics.ast_mod
import time:     23429 |      85349 |                       IPython.core.magics.execution
import time:     15712 |      15712 |                       IPython.core.magics.extension
import time:     22866 |      22866 |                       IPython.core.magics.history
import time:     21597 |      21597 |                       IPython.core.magics.logging
import time:     20068 |      20068 |                       IPython.core.magics.namespace
import time:     23672 |      23672 |                       IPython.core.magics.osm
import time:     26034 |      26034 |                       IPython.core.magics.packaging
import time:     20472 |      20472 |                       IPython.core.magics.pylab
import time:     18299 |      18299 |                       IPython.core.magics.script
import time:     31389 |     408721 |                     IPython.core.magics
import time:     20731 |      20731 |                     IPython.core.shellapp
import time:     23057 |      23057 |                       IPython.extensions
import time:     30811 |      53868 |                     IPython.extensions.storemagic
import time:     18145 |     501464 |                   IPython.terminal.ipapp
import time:     23231 |    6786308 |                 IPython.terminal.embed
import time:     19836 |      19836 |                 IPython.utils.frame
import time:     24971 |    8196212 |               IPython
import time:     21335 |      21335 |                       comm.base_comm
import time:     26597 |      47931 |                     comm
import time:     30174 |      78105 |                   ipywidgets.comm
import time:     21637 |      21637 |                   ipywidgets.widgets.utils
import time:     21794 |     121535 |                 ipywidgets.widgets.widget
import time:     26572 |      26572 |                   ipywidgets.widgets.trait_types
import time:     23232 |      23232 |                   ipywidgets.widgets.widget_layout
import time:     19147 |      19147 |                   ipywidgets.widgets.widget_style
import time:     18662 |      87612 |                 ipywidgets.widgets.domwidget
import time:     19072 |      19072 |                 ipywidgets.widgets.valuewidget
import time:     21761 |      21761 |                 ipywidgets.widgets.widget_core
import time:     16762 |      16762 |                   ipywidgets.widgets.widget_description
import time:     28008 |      44770 |                 ipywidgets.widgets.widget_bool
import time:     18914 |      18914 |                 ipywidgets.widgets.widget_button
import time:     19414 |      19414 |                   ipywidgets.widgets.docutils
import time:     19104 |      38518 |                 ipywidgets.widgets.widget_box
import time:     23237 |      23237 |                   ipywidgets.widgets.widget_int
import time:     20736 |      43973 |                 ipywidgets.widgets.widget_float
import time:     21273 |      21273 |                 ipywidgets.widgets.widget_color
import time:     16939 |      16939 |                 ipywidgets.widgets.widget_date
import time:     18760 |      18760 |                 ipywidgets.widgets.widget_datetime
import time:     18045 |      18045 |                 ipywidgets.widgets.widget_time
import time:     21951 |      21951 |                 ipywidgets.widgets.widget_output
import time:     26507 |      26507 |                 ipywidgets.widgets.widget_selection
import time:     18335 |      18335 |                 ipywidgets.widgets.widget_selectioncontainer
import time:     26862 |      26862 |                 ipywidgets.widgets.widget_string
import time:     20149 |      20149 |                 ipywidgets.widgets.widget_controller
import time:     18719 |      18719 |                 ipywidgets.widgets.interaction
import time:     18858 |      18858 |                 ipywidgets.widgets.widget_link
import time:     19753 |      19753 |                 ipywidgets.widgets.widget_media
import time:     20116 |      20116 |                 ipywidgets.widgets.widget_tagsinput
import time:     19142 |      19142 |                 ipywidgets.widgets.widget_templates
import time:     19569 |      19569 |                 ipywidgets.widgets.widget_upload
import time:     33259 |     734382 |               ipywidgets.widgets
import time:     25744 |    9229336 |             ipywidgets
import time:     28755 |    9258091 |           seaborn.widgets
import time:     30132 |   10226017 |         seaborn
import time:     19870 |      19870 |                   wrapt.wrappers
import time:     10452 |      10452 |                   wrapt._wrappers
import time:     23822 |      54143 |                 wrapt.__wrapt__
import time:     18056 |      18056 |                 wrapt.patches
import time:     16257 |      16257 |                 wrapt.weakrefs
import time:     18740 |      18740 |                   wrapt.arguments
import time:     18187 |      36927 |                 wrapt.decorators
import time:     20957 |      20957 |                 wrapt.importer
import time:     25346 |     171684 |               wrapt
import time:     20665 |     192348 |             deprecated.classic
import time:     31102 |     223449 |           deprecated
import time:     14730 |     238179 |         endo_pipeline.library.visualize.viz_base
import time:       147 |        147 |           endo_pipeline.library.visualize.seg_features
import time:     23474 |      23620 |         endo_pipeline.library.visualize.seg_features.general_standard_plots
import time:     40014 |   10527829 |       endo_pipeline.library.visualize.diffae_features.feature_viz
import time:     19231 |      19231 |       endo_pipeline.settings.flow_field_3d
import time:     19776 |   11145773 |     endo_pipeline.library.visualize.diffae_features.flow_field_viz
import time:     23015 |      23015 |     endo_pipeline.library.visualize.diffae_features.pplane
import time:     23357 |      23357 |           vtkmodules
import time:     89298 |     112654 |         vtkmodules.vtkCommonCore
import time:    529618 |     529618 |         vtkmodules.vtkWebCore
import time:     18489 |      18489 |         vtkmodules.vtkCommonMath
import time:     18923 |      18923 |         vtkmodules.vtkCommonTransforms
import time:     29785 |      29785 |           vtkmodules.numpy_interface
import time:     17860 |      17860 |               vtkmodules.util.vtkConstants
import time:     15424 |      33284 |             vtkmodules.util.numpy_support
import time:     25066 |      58349 |           vtkmodules.numpy_interface.dataset_adapter
import time:     19386 |      19386 |             vtkmodules.vtkParallelCore
import time:     15856 |      35242 |           vtkmodules.util.pickle_support
import time:     73679 |     197054 |         vtkmodules.vtkCommonDataModel
import time:     34867 |      34867 |         vtkmodules.vtkCommonExecutionModel
import time:     15612 |      15612 |         vtkmodules.vtkIOCore
import time:     17050 |      17050 |         vtkmodules.vtkImagingCore
import time:     16207 |      16207 |         vtkmodules.vtkIOImage
import time:     16778 |      16778 |         vtkmodules.vtkIOXMLParser
import time:     15100 |      15100 |         vtkmodules.vtkIOXML
import time:     17147 |      17147 |         vtkmodules.vtkCommonMisc
import time:     21800 |      21800 |         vtkmodules.vtkFiltersCore
import time:     22254 |      22254 |         vtkmodules.vtkRenderingCore
import time:     20913 |      20913 |         vtkmodules.vtkRenderingContext2D
import time:     16070 |      16070 |         vtkmodules.vtkRenderingFreeType
import time:     16157 |      16157 |         vtkmodules.vtkRenderingSceneGraph
import time:     17372 |      17372 |         vtkmodules.vtkRenderingVtkJS
import time:     18297 |      18297 |         vtkmodules.vtkIOExport
import time:     18860 |      18860 |         vtkmodules.vtkWebGLExporter
import time:     19415 |      19415 |         vtkmodules.vtkInteractionStyle
import time:     20751 |      20751 |         vtkmodules.vtkFiltersGeneral
import time:     19798 |      19798 |         vtkmodules.vtkFiltersSources
import time:     25026 |      25026 |         vtkmodules.vtkInteractionWidgets
import time:     25808 |      25808 |         vtkmodules.vtkViewsCore
import time:     58817 |      58817 |         vtkmodules.vtkViewsInfovis
import time:     17616 |      17616 |         vtkmodules.vtkCommonComputationalGeometry
import time:     15600 |      15600 |         vtkmodules.vtkCommonSystem
import time:     16021 |      16021 |         vtkmodules.vtkFiltersCellGrid
import time:     18515 |      18515 |         vtkmodules.vtkIOCellGrid
import time:     19507 |      19507 |         vtkmodules.vtkIOLegacy
import time:     19217 |      19217 |         vtkmodules.vtkDomainsChemistry
import time:     18032 |      18032 |         vtkmodules.vtkRenderingHyperTreeGrid
import time:     21691 |      21691 |         vtkmodules.vtkRenderingUI
import time:     18285 |      18285 |         vtkmodules.vtkRenderingOpenGL2
import time:     24509 |      24509 |         vtkmodules.vtkRenderingContextOpenGL2
import time:     19127 |      19127 |         vtkmodules.vtkRenderingVolume
import time:     22113 |      22113 |         vtkmodules.vtkImagingMath
import time:     23497 |      23497 |         vtkmodules.vtkRenderingVolumeOpenGL2
import time:     23498 |      23498 |         vtkmodules.vtkViewsContext2D
import time:     18452 |      18452 |         vtkmodules.vtkImagingColor
import time:     31385 |      31385 |         vtkmodules.vtkTestingRendering
import time:    135903 |     135903 |         vtkmodules.vtkSerializationManager
import time:     31484 |      31484 |         vtkmodules.vtkRenderingVolumeAMR
import time:     21306 |      21306 |         vtkmodules.vtkPythonContext2D
import time:     41696 |      41696 |         vtkmodules.vtkRenderingParallel
import time:     18669 |      18669 |         vtkmodules.vtkRenderingVRModels
import time:     25479 |      25479 |         vtkmodules.vtkRenderingVR
import time:     25031 |      25031 |         vtkmodules.vtkRenderingMatplotlib
import time:     16574 |      16574 |         vtkmodules.vtkRenderingLabel
import time:     23696 |      23696 |         vtkmodules.vtkRenderingLOD
import time:     24443 |      24443 |         vtkmodules.vtkRenderingLICOpenGL2
import time:     36697 |      36697 |         vtkmodules.vtkRenderingImage
import time:     20712 |      20712 |         vtkmodules.vtkRenderingExternal
import time:     24477 |      24477 |         vtkmodules.vtkRenderingCellGrid
import time:     52361 |      52361 |         vtkmodules.vtkIOXdmf2
import time:     19288 |      19288 |         vtkmodules.vtkIOVeraOut
import time:     29807 |      29807 |         vtkmodules.vtkIOVPIC
import time:     24902 |      24902 |         vtkmodules.vtkIOTecplotTable
import time:     24181 |      24181 |         vtkmodules.vtkIOTRUCHAS
import time:     21524 |      21524 |         vtkmodules.vtkIOSegY
import time:     23752 |      23752 |         vtkmodules.vtkIOParallelXML
import time:     26819 |      26819 |         vtkmodules.vtkIOLSDyna
import time:     22358 |      22358 |         vtkmodules.vtkIOParallelLSDyna
import time:     37996 |      37996 |         vtkmodules.vtkIOExodus
import time:     43652 |      43652 |         vtkmodules.vtkIOParallelExodus
import time:     29969 |      29969 |         vtkmodules.vtkIOPLY
import time:     24247 |      24247 |         vtkmodules.vtkIOPIO
import time:     21161 |      21161 |         vtkmodules.vtkIOMovie
import time:     42696 |      42696 |         vtkmodules.vtkIOOggTheora
import time:     23395 |      23395 |         vtkmodules.vtkIOOMF
import time:     23111 |      23111 |         vtkmodules.vtkIONetCDF
import time:     22463 |      22463 |         vtkmodules.vtkIOMotionFX
import time:     18490 |      18490 |         vtkmodules.vtkIOGeometry
import time:     25783 |      25783 |         vtkmodules.vtkIOParallel
import time:     25572 |      25572 |         vtkmodules.vtkIOMINC
import time:     23933 |      23933 |         vtkmodules.vtkIOImport
import time:     38942 |      38942 |         vtkmodules.vtkIOIOSS
import time:     29328 |      29328 |         vtkmodules.vtkIOHDF
import time:     29324 |      29324 |         vtkmodules.vtkIOH5part
import time:     24687 |      24687 |         vtkmodules.vtkIOH5Rage
import time:     23907 |      23907 |         vtkmodules.vtkIOGeoJSON
import time:     23736 |      23736 |         vtkmodules.vtkIOFLUENTCFF
import time:     20567 |      20567 |         vtkmodules.vtkIOVideo
import time:     29812 |      29812 |         vtkmodules.vtkIOFDS
import time:     19252 |      19252 |         vtkmodules.vtkIOInfovis
import time:     29993 |      29993 |         vtkmodules.vtkIOExportPDF
import time:     27241 |      27241 |         vtkmodules.vtkRenderingGL2PSOpenGL2
import time:     24079 |      24079 |         vtkmodules.vtkIOExportGL2PS
import time:     21079 |      21079 |         vtkmodules.vtkIOEngys
import time:     26636 |      26636 |         vtkmodules.vtkIOEnSight
import time:     31936 |      31936 |         vtkmodules.vtkIOERF
import time:     22416 |      22416 |         vtkmodules.vtkIOCityGML
import time:     23195 |      23195 |         vtkmodules.vtkIOChemistry
import time:     39288 |      39288 |         vtkmodules.vtkIOCesium3DTiles
import time:     19524 |      19524 |         vtkmodules.vtkIOCONVERGECFD
import time:     22706 |      22706 |         vtkmodules.vtkIOCGNSReader
import time:     23202 |      23202 |         vtkmodules.vtkIOAsynchronous
import time:     27967 |      27967 |         vtkmodules.vtkIOAMR
import time:     26982 |      26982 |         vtkmodules.vtkInteractionImage
import time:     21639 |      21639 |         vtkmodules.vtkInfovisLayout
import time:     24147 |      24147 |         vtkmodules.vtkImagingStencil
import time:     23705 |      23705 |         vtkmodules.vtkImagingStatistics
import time:     17084 |      17084 |         vtkmodules.vtkImagingGeneral
import time:     23945 |      23945 |         vtkmodules.vtkImagingOpenGL2
import time:     23042 |      23042 |         vtkmodules.vtkImagingMorphological
import time:     22095 |      22095 |         vtkmodules.vtkImagingFourier
import time:     23123 |      23123 |         vtkmodules.vtkIOSQL
import time:     18582 |      18582 |         vtkmodules.vtkRenderingAnnotation
import time:     15373 |      15373 |         vtkmodules.vtkImagingHybrid
import time:     20710 |      20710 |         vtkmodules.vtkGeovisCore
import time:     20077 |      20077 |         vtkmodules.vtkFiltersTopology
import time:     22268 |      22268 |         vtkmodules.vtkFiltersTensor
import time:     20859 |      20859 |         vtkmodules.vtkFiltersSelection
import time:     22015 |      22015 |         vtkmodules.vtkFiltersSMP
import time:     27827 |      27827 |         vtkmodules.vtkFiltersPython
import time:     20908 |      20908 |         vtkmodules.vtkFiltersProgrammable
import time:     20324 |      20324 |         vtkmodules.vtkFiltersModeling
import time:     23450 |      23450 |         vtkmodules.vtkFiltersPoints
import time:     18438 |      18438 |         vtkmodules.vtkFiltersStatistics
import time:     25815 |      25815 |         vtkmodules.vtkFiltersParallelStatistics
import time:     15844 |      15844 |         vtkmodules.vtkFiltersImaging
import time:     17988 |      17988 |         vtkmodules.vtkFiltersExtraction
import time:     15938 |      15938 |         vtkmodules.vtkFiltersGeometry
import time:     21785 |      21785 |         vtkmodules.vtkFiltersHybrid
import time:     17398 |      17398 |         vtkmodules.vtkFiltersHyperTree
import time:     19025 |      19025 |         vtkmodules.vtkFiltersTexture
import time:     20090 |      20090 |         vtkmodules.vtkFiltersParallel
import time:     27897 |      27897 |         vtkmodules.vtkFiltersParallelImaging
import time:     23814 |      23814 |         vtkmodules.vtkFiltersParallelDIY2
import time:     15741 |      15741 |         vtkmodules.vtkFiltersTemporal
import time:     28684 |      28684 |         vtkmodules.vtkFiltersGeometryPreview
import time:     24216 |      24216 |         vtkmodules.vtkFiltersGeneric
import time:     26708 |      26708 |         vtkmodules.vtkFiltersFlowPaths
import time:     17065 |      17065 |         vtkmodules.vtkFiltersAMR
import time:     25426 |      25426 |         vtkmodules.vtkDomainsChemistryOpenGL2
import time:     21097 |      21097 |         vtkmodules.vtkCommonPython
import time:     20976 |      20976 |         vtkmodules.vtkChartsCore
import time:     17320 |      17320 |         vtkmodules.vtkCommonColor
import time:     18474 |      18474 |         vtkmodules.vtkImagingSources
import time:     18814 |      18814 |         vtkmodules.vtkInfovisCore
import time:    199074 |     199074 |         vtkmodules.vtkAcceleratorsVTKmCore
import time:     37546 |      37546 |         vtkmodules.vtkAcceleratorsVTKmDataModel
import time:     24649 |      24649 |         vtkmodules.vtkAcceleratorsVTKmFilters
import time:     15834 |      15834 |         vtkmodules.vtkFiltersVerdict
import time:     15210 |      15210 |         vtkmodules.vtkFiltersReduction
